6189 233 s
5869 0 s
7215 477 s
6640 0 s
6249 84 s
8182 640 s
6920 62 s
6877 74 s
6066 0 s
5668 0 s
8700 563 s
7650 271 s
7152 54 s
6113 0 s
5745 0 s
6504 34 s
4993 132 s
8983 817 s
7410 216 s
4246 0 s
5750 55 s
5883 0 s
8486 175 s
9040 378 s
6085 0 s
7021 70 s
6468 38 s
7499 263 s
8407 124 s
6407 40 s
6586 46 s
8001 112 s
9002 473 s
7301 150 s
7219 68 s
6061 0 s
9643 929 s
7390 74 s
7635 359 s
7528 126 s
5987 0 s
6877 52 s
5987 0 s
5968 136 s
7463 32 s
6806 347 s
8275 326 s
7545 120 s
6141 0 s
5420 0 s
6273 101 s
10524 1362 s
5292 34 s
6091 0 s
6461 0 s
5353 0 s
6430 0 s
5424 0 s
6527 0 s
5180 166 s
5611 0 s
5829 64 s
6866 38 s
7956 83 s
7389 232 s
6531 300 s
6012 68 s
6034 184 s
6781 86 s
7714 34 s
7004 0 s
8247 189 s
8213 235 s
8218 561 s
4875 0 s
8102 223 s
4560 0 s
5776 76 s
4591 0 s
5322 0 s
7690 48 s
7445 206 s
6742 106 s
6398 36 s
5424 72 s
8043 424 s
6200 0 s
10231 1434 s
8786 205 s
7052 0 s
5913 0 s
6127 44 s
6573 154 s
4756 92 s
4774 0 s
5765 0 s
8663 735 s
5913 58 s
5725 0 s
6072 0 s
5404 0 s
6481 172 s
7547 338 s
5912 0 s
5352 0 s
6813 72 s
4970 0 s
5425 0 s
5641 0 s
8961 476 s
5502 0 s
9537 865 s
5361 116 s
7922 239 s
7020 34 s
6917 142 s
5415 44 s
4793 0 s
5337 0 s
6333 0 s
7833 347 s
6622 50 s
7330 0 s
7328 182 s
6464 34 s
6897 0 s
6461 128 s
9599 910 s
8274 341 s
5913 36 s
4304 0 s
8053 168 s
6523 34 s
7626 351 s
9490 795 s
7785 34 s
4719 0 s
9264 725 s
6256 154 s
5259 38 s
6878 132 s
6485 38 s
6039 0 s
6704 58 s
6447 174 s
7997 363 s
6156 0 s
6584 40 s
9632 962 s
7364 38 s
4854 0 s
9128 779 s
6956 87 s
7036 134 s
8530 96 s
4975 0 s
6485 0 s
5522 0 s
5909 0 s
8106 320 s
7531 0 s
6434 63 s
8582 724 s
6212 0 s
6706 164 s
6209 78 s
6266 66 s
8124 180 s
6821 188 s
6660 51 s
5565 0 s
4554 0 s
5238 0 s
4856 0 s
4293 0 s
7269 148 s
6754 0 s
7493 304 s
7136 0 s
4081 0 s
6680 40 s
9838 1204 s
5024 0 s
5353 0 s
4935 47 s
6666 170 s
5848 0 s
6087 68 s
5249 0 s
5181 38 s
6545 161 s
7899 416 s
6989 68 s
7550 214 s
5729 44 s
7235 0 s
8643 305 s
6902 98 s
5367 0 s
7594 92 s
5695 0 s
6762 0 s
8608 85 s
6281 120 s
7450 234 s
8092 83 s
6557 0 s
8449 451 s
8643 488 s
5787 82 s
6094 38 s
5788 0 s
6301 134 s
5477 130 s
5704 0 s
7071 144 s
7084 258 s
8423 206 s
7062 146 s
5737 102 s
5728 0 s
5542 34 s
9964 636 s
5111 0 s
6138 0 s
8283 386 s
7092 206 s
9121 476 s
4543 0 s
7756 262 s
6599 83 s
7976 298 s
6868 0 s
5022 36 s
8063 514 s
7671 118 s
7901 362 s
6953 36 s
7441 94 s
8573 248 s
8383 228 s
8187 672 s
4634 0 s
6084 0 s
5798 132 s
5270 0 s
8728 366 s
4553 0 s
5838 0 s
7961 150 s
4999 40 s
6862 136 s
4534 0 s
7727 0 s
7245 76 s
7824 410 s
6699 76 s
4545 0 s
7124 36 s
8285 354 s
5844 0 s
5564 0 s
8764 660 s
4427 0 s
5226 0 s
10703 1303 s
6513 76 s
8390 435 s
9498 643 s
5381 0 s
8816 221 s
5713 0 s
7105 102 s
4680 0 s
6454 168 s
6441 0 s
5349 48 s
6045 34 s
9057 659 s
6122 36 s
6352 0 s
6885 197 s
5014 0 s
6997 240 s
7425 358 s
9190 749 s
4918 46 s
9123 616 s
7189 74 s
7275 0 s
7046 344 s
6945 0 s
7102 210 s
4611 0 s
7924 155 s
7086 300 s
8502 533 s
7303 150 s
5484 0 s
5739 0 s
5108 0 s
6181 120 s
7981 501 s
4970 58 s
8117 239 s
7306 38 s
5506 0 s
6711 232 s
7906 69 s
5121 36 s
4779 0 s
9443 847 s
7057 74 s
4780 0 s
6341 0 s
6018 36 s
6072 78 s
8216 154 s
6148 36 s
8487 0 s
8151 153 s
8705 338 s
6230 182 s
8341 174 s
8219 440 s
5167 0 s
5503 0 s
7146 48 s
6757 44 s
6289 0 s
5793 0 s
4609 0 s
8639 193 s
4438 0 s
8649 779 s
6692 38 s
5241 0 s
5895 0 s
8895 306 s
8645 448 s
7696 98 s
5388 0 s
8429 277 s
4131 0 s
7877 468 s
7359 0 s
6888 191 s
8769 452 s
5135 0 s
8062 199 s
6134 46 s
4754 0 s
5532 44 s
8391 367 s
5713 36 s
6661 0 s
10184 1472 s
7288 92 s
5384 182 s
9613 587 s
4752 0 s
6170 146 s
4445 36 s
4578 42 s
4434 0 s
5865 0 s
9957 786 s
4903 40 s
8767 158 s
7205 64 s
9113 783 s
7848 189 s
7954 411 s
7765 186 s
9645 397 s
6011 138 s
6899 86 s
8661 166 s
6543 96 s
8694 160 s
6250 0 s
6490 214 s
8500 264 s
7578 186 s
8371 581 s
4225 0 s
7489 82 s
5212 0 s
6331 86 s
5852 0 s
5410 0 s
6813 322 s
9043 414 s
6489 124 s
8810 638 s
4548 38 s
8559 0 s
8353 444 s
4341 0 s
6645 34 s
7305 92 s
6047 0 s
6143 0 s
7861 125 s
9967 917 s
6510 112 s
5806 84 s
6388 50 s
8804 354 s
6808 288 s
10127 720 s
8055 0 s
6262 0 s
8360 207 s
5286 0 s
5001 0 s
7121 372 s
7287 52 s
5203 0 s
8664 212 s
6942 42 s
7562 347 s
6645 76 s
7064 353 s
6613 0 s
7384 212 s
7935 536 s
7202 107 s
5146 0 s
6946 0 s
5459 0 s
8891 731 s
8347 146 s
4784 0 s
7377 210 s
7236 72 s
8207 632 s
5648 0 s
7341 146 s
4532 0 s
5669 0 s
7354 278 s
7883 0 s
6385 90 s
7632 184 s
8206 120 s
5353 0 s
5380 0 s
7584 46 s
6486 96 s
5515 0 s
8606 318 s
9566 290 s
8468 350 s
6124 0 s
6101 42 s
7689 345 s
8388 402 s
6238 0 s
4376 0 s
5014 0 s
5382 0 s
8599 436 s
4797 0 s
7988 336 s
8610 108 s
6484 0 s
5551 36 s
7005 210 s
9025 135 s
5113 0 s
7107 40 s
6723 116 s
4225 0 s
7156 36 s
8416 322 s
7108 70 s
6183 0 s
7991 168 s
7970 296 s
8952 82 s
5889 44 s
5416 0 s
6060 84 s
7831 214 s
6095 0 s
5335 0 s
7219 0 s
5134 38 s
7687 208 s
6298 0 s
7527 302 s
7960 132 s
6983 0 s
7015 207 s
6613 108 s
7280 0 s
4624 0 s
5888 60 s
7991 428 s
5198 0 s
6818 0 s
6587 72 s
5168 0 s
6313 36 s
5567 0 s
8622 369 s
5514 0 s
9341 921 s
6226 0 s
9612 700 s
6973 38 s
8656 376 s
5547 0 s
8033 438 s
6862 86 s
8416 176 s
7533 0 s
6797 149 s
4595 0 s
6620 198 s
8216 415 s
6783 254 s
5773 0 s
8694 182 s
8883 375 s
6167 50 s
5640 40 s
5425 32 s
6849 81 s
8678 723 s
4773 0 s
6520 124 s
6404 147 s
6885 0 s
3973 0 s
6967 98 s
5055 0 s
6703 32 s
9447 736 s
8938 853 s
7566 390 s
6202 56 s
6880 256 s
5253 0 s
5596 48 s
5518 0 s
5771 0 s
9554 797 s
6384 0 s
8260 123 s
5465 32 s
4557 0 s
8739 532 s
5074 0 s
7920 496 s
6917 174 s
7578 318 s
6943 53 s
6641 0 s
5862 0 s
7742 448 s
7709 164 s
6050 0 s
6090 64 s
6627 0 s
7380 72 s
5267 68 s
7625 379 s
5096 0 s
4810 0 s
8259 130 s
6254 0 s
8606 601 s
6770 182 s
